"","id","host_response_time","host_response_rate","host_acceptance_rate","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","availability_60","number_of_reviews","estimated_occupancy_l365d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","air_conditioning","bed_linens","coffee_maker","cooking_basics","dedicated_workspace","dishwasher","dryer","elevator","free_street_parking","freezer","heating","kitchen","microwave","oven","paid_parking_off_premises","pets_allowed","refrigerator","tv","washer","wifi"
"247","1135553342332368678","within a few hours",92,36,6,"Universidad","Centro",40.4247112271293,-3.70374589928394,"Private room",6,1,1,2,32,2,730,60,5,24,3.6,4.4,3.2,4.6,4.8,5,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"248","25824287","within an hour",100,100,1,"Embajadores","Centro",40.41036,-3.70474,"Entire home/apt",4,1,2,3,186,1,90,25,115,222,4.86,4.84,4.84,4.86,4.91,4.89,4.73,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
"249","29306921","within an hour",100,100,1,"Cortes","Centro",40.41436,-3.70144,"Entire home/apt",3,1,1,2,109,3,60,7,172,186,4.91,4.94,4.84,4.92,4.99,4.97,4.87,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0
"250","595714108650103985","within an hour",98,99,23,"Embajadores","Centro",40.40777,-3.70338,"Entire home/apt",4,1,2,2,138,1,1125,34,78,66,4.54,4.51,4.71,4.73,4.79,4.33,4.29,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
"251","40795209","within an hour",100,100,95,"Universidad","Centro",40.42279,-3.70803,"Entire home/apt",2,1,1,1,133,3,1125,41,179,210,4.53,4.63,4.71,4.71,4.83,4.87,4.45,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1
"252","21605577","within an hour",94,100,1,"Universidad","Centro",40.42372,-3.70616,"Entire home/apt",6,2.5,2,3,157,1,1125,24,170,120,4.46,4.53,4.64,4.7,4.69,4.86,4.37,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1
"253","19155752","within an hour",100,100,27,"Palacio","Centro",40.41562,-3.70984,"Entire home/apt",4,1,2,2,252,1,365,17,340,255,4.89,4.93,4.9,4.88,4.94,4.96,4.79,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0
"254","1376620932417968329","within an hour",99,100,339,"Cortes","Centro",40.41529,-3.70027,"Private room",2,1,1,1,36,60,334,0,1,120,5,5,5,5,5,5,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
"255","23554747","within a few hours",90,71,3,"Sol","Centro",40.41787,-3.70138,"Entire home/apt",2,1,1,2,56,30,250,9,61,60,4.77,4.69,4.8,4.89,4.92,4.95,4.69,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
"256","553594512219006761","a few days or more",30,18,1,"Embajadores","Centro",40.40946,-3.70251,"Entire home/apt",2,1,1,1,61,3,365,16,31,36,4.65,4.71,4.74,4.74,4.71,3.87,4.42,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1
"257","678846663422119436","within an hour",68,56,234,"Palacio","Centro",40.41149,-3.71515,"Entire home/apt",4,1,1,2,107,1,365,16,6,6,4.83,4.83,4.5,4.67,5,4.83,4.67,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"258","680887042864576850","within a day",83,100,256,"Justicia","Centro",40.4245547,-3.6991939,"Entire home/apt",2,1,1,1,156,30,1125,0,1,0,5,5,5,5,5,5,5,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1
"259","1146943900001786564","within an hour",100,100,44,"Palacio","Centro",40.4220275,-3.7088292,"Entire home/apt",4,1,1,2,129,1,365,16,35,156,4.66,4.74,4.66,4.71,4.71,4.94,4.49,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"260","1291477986305817392","within an hour",100,99,10,"Palacio","Centro",40.42028,-3.70798,"Entire home/apt",16,6,8,16,849,1,365,17,51,255,4.9,5,5,4.92,4.92,5,4.88,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1
"261","29017787","within a day",70,100,5,"Embajadores","Centro",40.40958,-3.70609,"Entire home/apt",3,1.5,1,2,76,28,270,60,17,168,4.76,4.88,4.59,4.94,4.76,4.94,4.82,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1
"262","1086979417298111910","within an hour",100,100,5,"Embajadores","Centro",40.4110701294544,-3.70660091352219,"Private room",2,2,1,1,53,1,365,23,16,84,4.69,4.69,4.75,4.88,4.88,4.69,4.69,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
"263","33219107","within an hour",100,100,13,"Justicia","Centro",40.42353,-3.70041,"Entire home/apt",4,1,1,1,147,1,1125,30,176,156,4.71,4.84,4.76,4.81,4.82,4.85,4.72,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1
"264","938986768775491482","within an hour",100,100,44,"Palacio","Centro",40.4197271106393,-3.71028933707768,"Entire home/apt",4,2,2,2,289,2,20,41,108,255,4.92,4.93,4.98,4.97,4.96,4.91,4.83,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1
"265","1481016517758879136","within an hour",100,100,5,"Justicia","Centro",40.4208338911417,-3.69778363521082,"Private room",2,2,1,1,83,1,365,18,6,36,4.5,4.67,3.67,5,4.5,4.83,4,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1
"266","1094662561009675463","within an hour",100,99,2,"Embajadores","Centro",40.41302,-3.70117,"Entire home/apt",4,1,1,2,114,1,365,14,74,255,4.74,4.78,4.89,4.93,4.82,4.97,4.59,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1
"267","27842103","within a few hours",100,78,1,"Universidad","Centro",40.42295,-3.70292,"Private room",3,1,1,1,51,1,365,26,19,114,4.58,4.56,4,4.56,4.78,4.78,4.5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
"268","48562260","within an hour",100,95,4,"Universidad","Centro",40.4239,-3.7046,"Entire home/apt",2,1,1,1,146,25,180,44,55,255,4.98,4.89,4.98,4.98,4.96,4.96,4.91,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"269","732361645303309334","within a day",90,98,21,"Sol","Centro",40.41692,-3.7055,"Entire home/apt",6,2,3,2,360,12,365,60,3,24,4.33,4.67,4,4.67,4.67,5,4.33,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1
"270","1379766930931741681","within an hour",100,98,307,"Sol","Centro",40.41615,-3.7064,"Entire home/apt",6,1,2,4,153,28,365,36,3,168,5,5,5,5,5,5,5,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
"271","1226803928347982202","within an hour",100,98,3,"Palacio","Centro",40.414118587109,-3.71198080000001,"Entire home/apt",4,1,1,2,150,2,30,20,15,90,4.67,4.6,4.8,5,4.93,4.93,4.53,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1
"272","50997018","within an hour",100,100,6,"Sol","Centro",40.41864,-3.70381,"Entire home/apt",2,1,0,1,129,1,1125,25,129,108,4.47,4.65,4.7,4.6,4.72,4.95,4.39,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"273","1329916204544000918","within a few hours",71,100,12,"Embajadores","Centro",40.4116881,-3.7074132,"Entire home/apt",2,1,1,1,84,1,365,13,2,12,5,4.5,4.5,5,4.5,5,4.5,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1
"274","38786908","within a day",75,100,31,"Cortes","Centro",40.4146660943332,-3.70159631390355,"Entire home/apt",4,1,2,2,242,1,365,22,3,12,4.67,5,5,5,5,5,4.67,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
"275","1272423176544771672","within an hour",100,97,7,"Palacio","Centro",40.4107165551189,-3.70912525802851,"Entire home/apt",4,1,1,2,718,5,365,60,2,20,2.5,2,3,3,3,5,2.5,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
"276","948257673205576375","within an hour",98,99,1058,"Palacio","Centro",40.4088452,-3.7115392,"Entire home/apt",4,1,1,2,278,1,365,47,12,18,4.58,4.58,4.83,4.75,4.42,4.58,4.42,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1
"277","1424609484016486122","within an hour",98,98,61,"Universidad","Centro",40.4228052909491,-3.70858112121441,"Private room",2,3,1,1,46,1,1125,20,3,18,4,3.33,3.67,4.33,4.67,5,4,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"278","1286890488973533626","a few days or more",32,12,27,"Cortes","Centro",40.4185704335466,-3.69565902012404,"Entire home/apt",3,1,1,2,85,32,365,5,3,192,5,4.67,5,5,5,5,4.67,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
"279","18032664","within an hour",100,100,4,"Palacio","Centro",40.41238,-3.70981,"Entire home/apt",6,2,3,4,268,4,1125,41,235,248,4.69,4.76,4.62,4.9,4.94,4.97,4.62,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0
"280","29915515","within an hour",98,100,41,"Sol","Centro",40.41977,-3.70725,"Entire home/apt",4,1.5,1,2,132,2,120,7,408,255,4.72,4.78,4.78,4.75,4.8,4.92,4.69,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"281","54338172","within a few hours",99,98,70,"Embajadores","Centro",40.40947,-3.69683,"Entire home/apt",4,2,2,3,152,28,365,1,47,255,4.81,4.81,4.79,4.79,4.68,4.81,4.74,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1
"282","577387561553981841","within an hour",90,100,5,"Palacio","Centro",40.42008,-3.70879,"Entire home/apt",2,1,1,1,133,2,365,17,90,150,4.53,4.68,4.42,4.77,4.76,4.98,4.5,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1
"283","975639455968624766","within an hour",100,99,80,"Sol","Centro",40.4172429702813,-3.70514647354127,"Entire home/apt",3,1.5,2,2,188,1,365,15,102,255,4.7,4.72,4.81,4.64,4.89,4.95,4.67,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1
"284","49496524","within an hour",99,100,53,"Sol","Centro",40.41684,-3.70111,"Entire home/apt",4,2,2,3,430,1,1125,0,49,108,4.78,4.86,4.86,4.71,4.8,4.84,4.69,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1
"285","1404293805636168360","within an hour",100,100,7,"Justicia","Centro",40.4233253339188,-3.70003353671907,"Entire home/apt",4,1,1,2,201,4,365,50,24,192,4.88,4.96,4.83,4.88,4.92,4.92,4.83,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1
"286","1294225755573719353","within an hour",100,100,154,"Universidad","Centro",40.4271364,-3.7073448,"Entire home/apt",7,2,3,5,189,1,365,7,66,255,4.52,4.68,4.48,4.73,4.59,4.77,4.53,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"287","725059897659081157","within an hour",100,100,28,"Palacio","Centro",40.41307,-3.70807,"Entire home/apt",2,1,0,1,139,2,1125,5,225,255,4.9,4.91,4.95,4.96,4.94,4.93,4.84,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1
"288","52786549","within an hour",100,85,1,"Palacio","Centro",40.41026,-3.71136,"Entire home/apt",2,1,1,1,107,2,120,33,144,216,4.73,4.72,4.63,4.9,4.81,4.83,4.63,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1
"289","31591994","within an hour",100,95,1,"Justicia","Centro",40.421,-3.69935,"Entire home/apt",4,2,2,3,198,1,365,25,219,255,4.77,4.77,4.79,4.86,4.87,4.98,4.7,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0
"290","19713236","within an hour",90,99,2,"Cortes","Centro",40.41176,-3.69661,"Entire home/apt",4,1,2,4,180,3,30,23,39,138,4.67,4.79,4.62,4.68,4.61,4.92,4.57,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"291","46784625","within a few hours",100,94,71,"Palacio","Centro",40.40888,-3.71196,"Entire home/apt",2,1,1,1,88,3,1125,30,67,78,4.58,4.63,4.54,4.85,4.93,4.94,4.54,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
"292","1181676841868527877","within an hour",100,100,13,"Sol","Centro",40.4169626434576,-3.70360449055816,"Entire home/apt",2,1,1,1,114,1,365,20,76,255,4.47,4.66,4.7,4.72,4.67,4.87,4.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"293","31477870","within an hour",100,92,16,"Universidad","Centro",40.42873,-3.70949,"Entire home/apt",5,1.5,2,4,104,1,90,29,22,36,4.45,4.5,4.59,4.68,4.64,4.95,4.36,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
"294","1163636438838911324","within an hour",96,100,91,"Justicia","Centro",40.4260305916092,-3.70014851441071,"Entire home/apt",2,1,0,1,46,1,1125,0,6,30,2.83,3.5,3.83,3.5,2.5,5,2,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1
"295","1242564208022229085","within a day",86,57,655,"Cortes","Centro",40.411,-3.69376,"Entire home/apt",6,2,3,5,196,1,365,33,1,6,4,4,4,4,3,3,4,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1
"296","1255054681237748524","within an hour",100,100,1,"Embajadores","Centro",40.40748,-3.70715,"Entire home/apt",6,2,2,3,239,2,1125,35,39,234,4.85,4.87,4.77,4.82,4.92,4.82,4.67,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
"297","1337622955586248294","within an hour",100,100,44,"Palacio","Centro",40.422213225642,-3.70924886137694,"Entire home/apt",4,1,1,2,127,1,365,23,27,162,4.96,4.96,4.93,4.93,4.96,5,4.81,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"298","907228659755549494","within a few hours",100,87,3,"Embajadores","Centro",40.4079533,-3.699808,"Private room",1,1,1,1,52,5,365,0,34,130,4.76,4.74,4.82,4.68,4.71,4.79,4.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"299","1079654071067480530","within a day",50,57,3,"Universidad","Centro",40.425450901172,-3.7092657472786,"Entire home/apt",2,1,0,1,105,30,365,0,1,0,5,5,5,5,5,5,5,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1
"300","1243506103076951260","within a few hours",100,97,2,"Universidad","Centro",40.4255461,-3.706269,"Entire home/apt",3,1,1,1,67,25,364,0,4,200,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1
"301","1350080331382384766","within an hour",100,87,5,"Sol","Centro",40.417233,-3.7060982,"Private room",2,1,1,1,148,1,365,34,9,54,3.89,4.33,4.56,4.22,4.11,4.89,4.11,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
"302","40811315","within an hour",100,100,401,"Palacio","Centro",40.42151,-3.7126,"Entire home/apt",2,1,1,1,162,1,1125,26,56,24,4.73,4.86,4.82,4.71,4.91,4.95,4.64,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1
"303","1080523546933074569","within an hour",100,97,35,"Palacio","Centro",40.41751,-3.71236,"Private room",2,1,1,1,56,7,7,34,16,182,4.63,4.88,5,5,4.81,5,4.44,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1
"304","1172909853912420320","within an hour",98,97,231,"Palacio","Centro",40.421439,-3.7102343,"Entire home/apt",2,1,1,1,94,20,330,16,2,80,5,5,4.5,5,5,5,5,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1
"305","1126733118452793817","within an hour",100,98,17,"Universidad","Centro",40.426259927648,-3.70904752479608,"Entire home/apt",12,2,4,7,254,1,365,27,39,168,4.18,4.03,4.05,4.72,4.54,4.82,4.05,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
"306","43550029","within an hour",100,100,3,"Embajadores","Centro",40.41087,-3.70228,"Entire home/apt",2,1,1,1,72,3,45,13,72,198,4.68,4.67,4.53,4.82,4.89,4.86,4.46,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
"307","746315408697314534","within an hour",100,99,109,"Sol","Centro",40.41483,-3.70297,"Entire home/apt",4,1,2,2,189,1,1125,29,14,30,4.43,4.43,4.64,4.57,4.71,4.64,4.36,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1
"308","30011385","within an hour",100,97,35,"Palacio","Centro",40.41819,-3.71007,"Private room",2,1,1,1,56,2,360,17,140,255,4.78,4.83,4.77,4.92,4.91,4.94,4.65,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1
"309","1423745494303851838","within an hour",88,100,28,"Palacio","Centro",40.4224,-3.71169,"Private room",2,1,1,1,118,1,365,17,5,30,4.2,4.4,4.4,4,4.2,4.8,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"310","1495539417399386046","within an hour",100,100,5,"Embajadores","Centro",40.41229,-3.69921,"Entire home/apt",4,1,1,2,96,1,365,14,5,30,4.4,5,4.5,5,5,5,3.75,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1
"311","24940608","within an hour",100,100,3,"Palacio","Centro",40.4093971252441,-3.71213793754578,"Entire home/apt",2,1,0,1,90,3,51,18,470,255,4.74,4.79,4.81,4.95,4.98,4.91,4.65,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1
"312","958020","within a day",57,0,1,"Universidad","Centro",40.42744,-3.70658,"Entire home/apt",4,1,1,1,73,7,60,6,284,0,4.83,4.94,4.8,4.91,4.94,4.87,4.8,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1
"313","861233445413643834","within an hour",100,100,30,"Universidad","Centro",40.4225996483287,-3.70178864232789,"Entire home/apt",4,1,1,2,175,2,365,11,79,192,4.92,4.94,4.91,4.94,4.92,4.94,4.77,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1
"314","21509581","within an hour",100,100,201,"Palacio","Centro",40.41121,-3.71118,"Entire home/apt",6,1,2,3,170,2,1125,12,317,255,4.82,4.88,4.84,4.77,4.86,4.91,4.72,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1
"315","52523719","within an hour",99,100,23,"Justicia","Centro",40.41949,-3.6983,"Entire home/apt",4,2,2,5,220,3,30,18,250,255,4.91,4.94,4.88,4.91,4.95,4.96,4.85,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1
"316","1199132145237258978","within a day",67,47,72,"Palacio","Centro",40.4086117332644,-3.71262031095247,"Entire home/apt",2,1,1,1,75,32,330,15,1,64,4,5,4,5,5,5,5,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1
"317","1026748127685945897","within a day",100,98,10,"Justicia","Centro",40.42338,-3.69498,"Entire home/apt",3,1,1,2,125,3,365,21,84,255,4.69,4.73,4.81,4.88,4.83,4.89,4.68,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1
"318","1217955680103477746","within a few hours",90,73,1,"Embajadores","Centro",40.41244,-3.70106,"Private room",2,1,1,1,74,4,5,3,23,184,5,5,5,5,5,5,4.96,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"319","53303127","within an hour",100,99,8,"Justicia","Centro",40.42553,-3.69596,"Entire home/apt",5,2,2,3,253,1,1125,12,122,210,4.69,4.85,4.8,4.9,4.86,4.8,4.65,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"320","50040802","within an hour",100,100,7,"Embajadores","Centro",40.41097,-3.70063,"Entire home/apt",6,1,4,3,79,28,1125,0,1,0,4,5,4,5,5,5,5,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
"321","1454230994455136338","within an hour",87,99,10,"Sol","Centro",40.41985,-3.70027,"Private room",2,1,1,1,107,1,365,18,4,24,4.25,4.5,5,3.5,3.5,4.5,4.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"322","609757465405488698","within a few hours",90,86,15,"Embajadores","Centro",40.409714,-3.699549,"Entire home/apt",6,1.5,3,4,85,190,1125,0,8,255,4.63,4.75,4.25,4.5,4.63,5,4.5,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
"323","1269425272122744161","within an hour",100,100,42,"Cortes","Centro",40.4107649542554,-3.69529330280395,"Entire home/apt",2,1,1,1,116,20,280,13,10,255,4.6,4.3,4.8,4.7,4.6,4.8,4.5,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1
"324","17476122","within an hour",100,100,27,"Cortes","Centro",40.41703,-3.70003,"Entire home/apt",4,1,1,2,152,1,30,13,390,42,4.61,4.65,4.69,4.84,4.85,4.94,4.59,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1
"325","33838118","within an hour",100,100,38,"Palacio","Centro",40.41246,-3.70963,"Entire home/apt",5,2,2,2,153,30,1125,14,116,255,4.74,4.75,4.72,4.71,4.87,4.97,4.64,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1
"326","767352176390857406","within an hour",90,100,6,"Embajadores","Centro",40.4130169,-3.7025578,"Entire home/apt",3,1,0,2,134,1,365,19,16,36,4.88,4.94,5,4.75,5,5,4.63,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
"327","37208906","within a day",84,67,5,"Palacio","Centro",40.41355,-3.71236,"Private room",2,1,1,1,119,1,1125,39,81,186,4.75,4.72,4.58,4.86,4.89,4.94,4.7,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
"328","939094345789258114","within a day",86,57,655,"Embajadores","Centro",40.40896,-3.70089,"Entire home/apt",2,1,1,1,122,30,365,12,2,120,3.5,3,3,3,4.5,4.5,3,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1
"329","23557914","within an hour",100,100,1,"Palacio","Centro",40.42165,-3.71128,"Entire home/apt",4,2,2,3,295,1,1125,28,147,90,4.68,4.84,4.71,4.86,4.85,4.88,4.67,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1
"330","1003740172087771212","within an hour",100,100,4,"Cortes","Centro",40.4183703834268,-3.69916828077218,"Private room",2,1,1,1,132,1,1125,35,42,210,4.9,4.93,4.9,4.5,4.71,5,4.81,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"331","45761659","within an hour",95,100,12,"Sol","Centro",40.41585,-3.7048,"Private room",3,1,2,2,251,2,1000,31,2,0,5,5,4.5,5,5,5,5,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
"332","989985290444199213","within an hour",100,98,2,"Palacio","Centro",40.4223836034573,-3.71060248464346,"Entire home/apt",4,1,2,2,123,3,365,3,87,255,4.86,4.86,4.68,4.86,4.99,4.94,4.86,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0
"333","1333915862867843619","within an hour",96,98,125,"Justicia","Centro",40.4230266673106,-3.70042850173889,"Entire home/apt",4,1,1,2,104,1,365,24,28,168,4.64,4.82,4.79,4.54,4.54,4.93,4.5,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1
"334","602072430818829425","within an hour",100,98,4,"Palacio","Centro",40.416789286823,-3.71094157975476,"Entire home/apt",4,2,2,2,220,34,300,8,120,255,4.91,4.94,4.82,4.86,4.92,4.99,4.76,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
"335","1286939885305849797","within an hour",100,98,2,"Cortes","Centro",40.41439,-3.69507,"Private room",1,1,1,1,75,2,15,15,29,174,5,4.97,4.97,5,5,5,5,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
"336","31641556","within an hour",100,100,5,"Justicia","Centro",40.4231,-3.69673,"Entire home/apt",6,1,2,5,341,1,1125,33,89,48,4.7,4.7,4.82,4.78,4.69,4.9,4.6,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
"337","1067257240705465955","within an hour",100,100,27,"Sol","Centro",40.4162458372938,-3.70868784036174,"Entire home/apt",4,1.5,2,3,261,1,365,5,83,255,4.86,4.83,4.95,4.73,4.92,4.83,4.7,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1
"338","49998462","within an hour",100,100,1,"Palacio","Centro",40.42048,-3.7076,"Entire home/apt",4,2,2,3,248,1,365,12,129,255,4.88,4.91,4.91,4.91,4.91,4.91,4.77,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1
"339","977967655227506644","within an hour",100,97,35,"Palacio","Centro",40.4179953990492,-3.7119271398271,"Private room",2,1,1,1,64,2,365,10,23,36,4.78,4.87,4.91,4.96,4.87,5,4.57,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
"340","1391387303706882767","within an hour",90,95,1,"Embajadores","Centro",40.40679,-3.69733,"Entire home/apt",2,1,1,1,96,3,120,22,4,24,5,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"341","1130267139481092354","within a day",83,100,256,"Universidad","Centro",40.4243695,-3.7026741,"Entire home/apt",2,1,1,1,159,30,1125,9,1,0,4,3,3,4,5,5,3,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1
"342","852871622716597383","within an hour",100,98,1,"Cortes","Centro",40.4135704285378,-3.69982344080486,"Entire home/apt",6,1,2,2,142,1,365,8,204,255,4.73,4.8,4.56,4.85,4.83,4.92,4.77,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1
"343","9324140","within a day",97,93,10,"Cortes","Centro",40.41456,-3.70259,"Entire home/apt",3,1,1,2,136,3,1125,5,347,252,4.92,4.97,4.97,4.96,4.97,4.96,4.89,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
"344","54159005","within a day",55,66,5,"Justicia","Centro",40.42199,-3.69982,"Private room",2,1,1,1,64,2,90,6,59,78,4.73,4.73,4.46,4.88,4.66,4.93,4.69,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"345","1105213685108709146","within an hour",100,98,5,"Sol","Centro",40.4152583015167,-3.70502290242136,"Entire home/apt",3,1,1,1,58,31,365,0,49,255,4.78,4.84,4.86,4.96,4.9,4.94,4.78,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0
"346","2064355","within an hour",100,100,22,"Sol","Centro",40.4192789,-3.7020884,"Entire home/apt",3,1,1,3,165,2,90,19,66,162,4.64,4.61,4.64,4.68,4.79,4.91,4.61,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1
